Priority,Subcatagory,Priority Issues,Group name,Workshop Date
Youth Development,Jobs/Training,Youth employment,Franklin High School,03/23/2010 07:00:00 AM +0000
Youth Development,Jobs/Training,youth employment,Youth Undoing Institutional Racism,04/13/2010 07:00:00 AM +0000
Youth Development,Jobs/Training,Youth employment opportunities; almost no options for immigrant youth,West Seattle Human Services Providers,04/07/2010 07:00:00 AM +0000
Youth Development,Jobs/Training,Youth employment/internships,18,03/22/2010 07:00:00 AM +0000
Youth Development,Jobs/Training,Youth employment; more job opportunities for our young people.,,02/22/2010 08:00:00 AM +0000
Youth Development,Jobs/Training,Youth jobs,West Seattle High School,03/23/2010 07:00:00 AM +0000
Youth Development,Juvenile Justice System,3. Juvenile detention does not focus enough on rehabilitation.,Young Democrats Group C,04/18/2010 07:00:00 AM +0000
Youth Development,Juvenile Justice System,High number of youth entering the criminal justice system and a lack of prevention,School Age Implementation Team,
Youth Development,Juvenile Justice System,more creative ways to deal with youth in detention system,"Northwest community, group B",05/03/2010 07:00:00 AM +0000
Youth Development,Juvenile Justice System,Solitary confinement and life sentences should not be options in juvenile detention centers,Youth Undoing Institutional Racism,04/13/2010 07:00:00 AM +0000
Youth Development,Juvenile Justice System,The Juvenile Justice System needs to be revamped.,SEEC Assessment Group,03/10/2010 08:00:00 AM +0000
Youth Development,Leadership,Educate youth on how systems work to their advantage.,African American Males Group for the League of Education Voters,04/12/2010 07:00:00 AM +0000
Youth Development,Leadership,"More youth-empowering resources, opportunities for youth leadership",3,02/22/2010 08:00:00 AM +0000
Youth Development,Mentoring,Buddy system- connect older youth to younger kids,10,03/22/2010 07:00:00 AM +0000
Youth Development,Mentoring,"Getting AA involved in Math and Science. Seeing Boeing Engineers, Managers, and high ranking people that look like them.",African American Males Group for the League of Education Voters,04/12/2010 07:00:00 AM +0000
Youth Development,Mentoring,Mentors,Students Against Violence Everywhere Group B,04/15/2010 07:00:00 AM +0000
Youth Development,Mentoring,More Mentoring:  life coach; more effective; 18+ yo; more high school programs like Big Brothers Big Sisters; consistency,3,03/08/2010 08:00:00 AM +0000
Youth Development,Mentoring,need more father figures/mentors for boys and girls to keep them out of trouble.,Garfield Teen Life Center Young Men's Group,04/21/2010 07:00:00 AM +0000
Youth Development,Mentoring,Youth and adult partnerships,18,03/22/2010 07:00:00 AM +0000
Youth Development,Motivation,Failure to spark youth enthusiasm- need to inspire youth (in classrooms and in broader community),14,03/22/2010 07:00:00 AM +0000
Youth Development,Motivation,To motivate our children/teens,SE Senior Center,04/06/2010 07:00:00 AM +0000
Youth Development,Opportunities,"  Diverse opportunities to engage youth in positive in-school and out-of-school activities (music, arts, employment, mentor, civic engagement, sports, etc.)  These need to include at-risk youth.",8,02/22/2010 08:00:00 AM +0000
Youth Development,Opportunities,"Lack of programs for youth due to affordability, availability, support, outreach, lack of caring adults.",4,03/08/2010 08:00:00 AM +0000
Youth Development,Opportunities,more free programs for youth,Students Against Violence Everywhere Group A,04/15/2010 07:00:00 AM +0000
Youth Development,Opportunities,"More fun things to do...skate parks, etc.",West Seattle High School,03/23/2010 07:00:00 AM +0000
Youth Development,Opportunities,more opportunities and programs for youth to develop leadership (i.e. debate),A+ Group A,05/06/2010 07:00:00 AM +0000
Youth Development,Opportunities,"More opportunities for young people (GED, job readiness, re-entry, support for dropouts)",2,03/08/2010 08:00:00 AM +0000
Youth Development,Opportunities,Open up possibilities- set vision & goals for youth,10,03/22/2010 07:00:00 AM +0000
Youth Development,Opportunities,Opportunities for youth to be involved in leadership,Web,
Youth Development,Opportunities,"Refocus their pride of ""the block"" to something loving and life skills, holding a job, and getting out of their comfort zone.",African American Males Group for the League of Education Voters,04/12/2010 07:00:00 AM +0000
Youth Development,Opportunities,Too many restrictions,12,04/08/2010 07:00:00 AM +0000
Youth Development,Peer Pressure,Peer pressure leading to violence and youth dropping out of high school,15,03/08/2010 08:00:00 AM +0000
Youth Development,Peer Pressure,"Peer Pressure:  alcohol, drugs, violence, sex",13,04/08/2010 07:00:00 AM +0000
Youth Development,Police Relations,Pre-judging of teens of color by police/authority; youth are seen as a problem; youth violence is a challenge.,4,03/08/2010 08:00:00 AM +0000
Youth Development,Prevention,3. We do not invest enough in prevention strategies,Partnership Council,04/06/2010 07:00:00 AM +0000
Youth Development,Queer Youth,When children's needs are not being met (social / emotional) then they fill the void with drugs and alcohol. This problem is among the queer youth also.  They are not in a supportive environment so they go into isolation.,People of Color Against AIDS Network,05/13/2010 07:00:00 AM +0000
Youth Development,Students of Color,more representation for kids of color,"Northwest community, group B",05/03/2010 07:00:00 AM +0000
Youth Development,Summer Programs,Different summer programs for kids with different needs,Chinese community,04/22/2010 07:00:00 AM +0000
Youth Development,Youth Attitudes,"Kids not learning compassion, conflict resolution, communication skills.",7,03/01/2010 08:00:00 AM +0000
Youth Development,Youth Attitudes,The youth are very disobedient and neglect the law and order of the society.,Chinese community,04/09/2010 07:00:00 AM +0000
Youth Development,Youth Attitudes,The youth have very low moral standard and lack of social responsibility.,Chinese community,04/09/2010 07:00:00 AM +0000
Youth Development,Youth Development Workers,The profession of Youth Development is not validated.  Looked at as Big Ol' Babysitters. we are marginalized.,"Seattle Parks Employees (CLC, TDL, AC)",05/11/2010 07:00:00 AM +0000
Youth Development,Youth Involvement,Youth involvement- there are not enough youth asked to be involved.,Seattle Alliance of Black School Educators,05/01/2010 07:00:00 AM +0000
Youth Development,Youth Programs,"All activities are important to the development of youth and communities and need equal resources (athletics, arts, music, cooking, etc)",Horizon House,04/12/2010 07:00:00 AM +0000
Youth Development,Youth Programs,Define good community partners and how they help youth,11,03/15/2010 07:00:00 AM +0000
Youth Development,Youth Programs,Options to get youth off the streets and into supportive positive activities,Horizon House,04/12/2010 07:00:00 AM +0000
Youth Development,Youth Programs,Too few programs for children & youth that are open to all.,2,03/01/2010 08:00:00 AM +0000
Youth Development,Youth Programs,Use vacant spaces for kids' programs.,3,03/01/2010 08:00:00 AM +0000
Youth Development,Youth Programs,"<p>Youth Violence:  <span style=""font-size:0.9em;""><strong>1) School district have a uniformed afterschool programming (programming in the summer and out of school time (evening & weekend). 2) Community connections for youth (mentoring program, allocation of resources such as funding and job training programming). 3) Early Intervention  4) Transportation: free bus passes to get to programs. 5) Poverty reduction 6) “Harlem Initiative”- family youth friendly (use as a model)</strong></span></p>",10,03/01/2010 08:00:00 AM +0000
Youth Development,Youth Spaces,"2. In West Seattle there are not very many neighborhood parks with a focus on teens (skate parks, basketball courts, etc.) compared to other parts of Seattle. Seattle schools are not known as high-achieving schools. There are too many with scores that are below 75% of meeting or exceeding standard.",Web,
Youth Development,Youth Spaces,Better funded community centers for youth activities,6,04/08/2010 07:00:00 AM +0000
Youth Development,Youth Spaces,"Finally, kids need safe and fun places to go and play, hang out, and work.  Parks, Transportation and Urban planning efforts should always take into account those who are too young to vote.  A youth park corps would be a great way to employ teens in the summer, providing jobs, investing them in their community, giving opportunity for leadership, etc.",Web,
Youth Development,Youth Spaces,More  all ages music venues,The Vera Project -- Group C,04/08/2010 07:00:00 AM +0000
Youth Development,Youth Spaces,More facilities for teen activities that are taught by the people that specialize in the activities.  The teens that use the facilities need to have input.,Garfield Teen Life Center Young Men's Group,04/21/2010 07:00:00 AM +0000
Youth Development,Youth Spaces,More hanging-out spots,12,04/08/2010 07:00:00 AM +0000
Youth Development,Youth Spaces,More open space for youth,6,04/08/2010 07:00:00 AM +0000
Youth Development,Youth Spaces,More places for youth to go/hang out,2,04/08/2010 07:00:00 AM +0000
Youth Development,Youth Spaces,"Teenagers need more opportunities to engage in being creative and having fun in safe, positive ways without using drugs and alcohol. This probably means more young adult role models and more ""stuff"" in the community centers: computers, games, etc. But engaged, trained adults are VERY important! Teens need to see they have a future as successful adults.  ",Web,
Youth Development,Youth Spaces,Youth Spaces,UW Transfer Students,
Youth Development,Youth Support,1. I want for our kids to be safe and to have a structure they can turn to if they do not have both parents and/or if their home situation is failing them.,Web,
Youth Development,Youth Support,"2) I think students have an extremely hard time reaching their academic potential if they are not healthy and safe. The city needs to address health, violence, and safety issues in the community so students can come to school safe and healthy and ready to learn. Maintaining funding for wellness centers in school and providing money to make schools more safe and secure should be main priorities. We have some great after school programs here, but even more programs to keep kids away from violence are needed.",Web,
Youth Development,Youth Support,4. Lack of vision among leadership regarding the importance of our children.,Partnership Council,04/06/2010 07:00:00 AM +0000
Youth Development,Youth Support,"Lack of support for youth (holistic services, prevention and funding cuts to social and emotional services)",School's Out Washington Group B,04/15/2010 07:00:00 AM +0000
Youth Development,Youth Support,No sales tax for youth 18 years and younger,Vietnamese Friendship Association,04/13/2010 07:00:00 AM +0000
Youth Development,Youth Support,Promoting positive youth culture,Belltown Community Group D,04/28/2010 07:00:00 AM +0000
Youth Development,Youth Voice,Have more youth involvement in decisions that affect the lives of youth.,12,03/08/2010 08:00:00 AM +0000
Youth Development,Youth Voice,Lack of youth voice in problem solving,14,04/08/2010 07:00:00 AM +0000
Youth Development,Youth Voice,Not enough input from youth,11,03/22/2010 07:00:00 AM +0000
Youth Development,Youth Voice,"Opportunities for youth voice/expression, opportunities to be heard",18,03/22/2010 07:00:00 AM +0000
Youth Development,Youth Voice,"Youth is viewed as deficits rather than assets, by the City in general and adults in particular.",WE-ACT Affinity Group,03/09/2010 08:00:00 AM +0000
